"OBS","AGE","GENDER","CHK_ACCT","SAV_ACCT","NUM_CREDITS","DURATION","HISTORY","PRESENT_RESIDENT","EMPLOYMENT","JOB","NUM_DEPENDENTS","RENT","INSTALL_RATE","GUARANTOR","OTHER_INSTALL","OWN_RES","TELEPHONE","FOREIGN","REAL_ESTATE","TYPE","AMOUNT_REQUESTED","CREDIT_EXTENDED","NPV","IsProfitable","Predicted","MySample"
426,24,"male","1","4",1,9,"2","1","3","2",1,0,2,0,0,1,1,0,0,"3",2030,1827,499,1,0.973767062574586,"T"
226,24,"male","1","0",1,30,"2","2","2","2",1,0,4,1,1,1,0,0,0,"1",2150,1720,-683,0,0.189682493456278,"T"
184,23,"male","0","0",1,18,"2","3","1","2",1,1,4,0,0,0,1,0,0,"1",1216,729,-266,0,0.122206186720596,"T"
36,23,"male","3","0",1,9,"2","4","1","2",1,1,1,0,0,0,1,0,1,"0",1236,741,140,1,0.917184294222098,"T"
341,27,"male","3","0",2,14,"3","2","2","1",1,0,4,0,0,1,0,0,0,"1",802,802,165,1,0.640219070428261,"T"
52,26,"male","0","0",1,12,"2","2","3","2",1,0,4,0,0,1,0,0,1,"1",759,531,-305,0,0.378290075782428,"T"
162,48,"male","2","1",1,10,"2","4","4","1",2,0,1,0,0,0,0,0,0,"1",1240,744,-409,0,0.870578636552377,"T"
807,37,"male","3","0",1,36,"2","4","2","2",1,0,4,0,1,0,1,0,0,"5",1819,909,-637,0,0.460648483250926,"T"
912,36,"male","1","2",1,12,"4","3","3","3",1,0,3,0,0,1,1,0,0,"1",2366,2366,810,1,0.880827751052391,"T"
67,23,"male","2","0",1,12,"2","4","2","2",1,1,3,0,0,0,0,0,1,"4",1297,648,137,1,0.856638780625692,"T"
602,53,"female","3","4",2,24,"4","4","4","2",1,0,4,0,0,1,0,0,0,"4",2424,1212,151,1,0.973637497552921,"T"
882,43,"male","0","0",1,36,"2","3","0","3",1,0,2,0,0,1,0,0,0,"0",15857,15857,4387,1,0.0530428444966876,"T"
876,31,"female","3","0",1,24,"2","2","2","2",1,0,2,1,0,1,1,0,1,"1",1393,835,178,1,0.859412652251708,"T"
935,32,"female","1","3",2,9,"4","3","4","2",2,0,4,0,0,0,0,0,0,"5",1136,681,-538,0,0.596107693275606,"T"
335,33,"female","1","0",1,18,"2","1","4","3",1,0,1,0,1,1,1,0,1,"6",4439,3551,950,1,0.886934170329173,"T"
828,32,"male","3","0",1,6,"2","4","1","2",1,0,1,0,0,1,0,0,0,"3",4611,2766,-1336,0,0.838520169732773,"T"
507,48,"female","3","4",4,27,"2","4","4","2",2,0,4,0,0,1,1,0,0,"0",5190,5190,424,1,0.814518736172207,"T"
363,22,"male","0","0",1,12,"2","1","1","2",1,1,4,0,0,0,0,0,0,"3",1858,1486,409,1,0.283679858601169,"T"
489,43,"male","1","0",1,24,"2","3","3","2",1,0,3,0,0,1,1,0,0,"3",4057,2839,-918,0,0.757552604232467,"T"
395,42,"male","3","0",3,4,"4","1","3","1",2,0,2,0,0,1,0,0,1,"1",1455,1455,176,1,0.972802991703756,"T"
286,35,"male","3","0",2,15,"4","4","2","2",1,0,4,0,0,0,1,0,0,"4",1471,882,85,1,0.919759089927997,"T"
367,35,"female","1","0",2,6,"3","1","0","3",1,0,4,0,1,1,1,0,0,"3",1050,735,88,1,0.499464270808159,"T"
689,34,"female","1","4",2,24,"4","3","3","2",2,0,4,0,0,1,1,0,0,"6",2825,2260,405,1,0.928968856602772,"T"
425,35,"male","3","2",1,12,"1","3","2","1",2,0,4,0,0,1,0,0,1,"0",3447,2412,509,1,0.701728058816661,"T"
13,25,"male","0","0",2,21,"2","2","2","2",1,0,3,0,0,1,1,0,1,"4",1835,917,-508,0,0.533015872844365,"T"
613,40,"female","0","0",1,12,"2","2","2","1",1,0,4,0,0,1,0,0,1,"4",701,420,93,1,0.575849697259873,"T"
905,28,"female","3","1",1,12,"2","2","2","2",1,0,4,0,0,1,0,0,1,"4",2073,1243,224,1,0.848289849999437,"T"
7,27,"male","1","0",1,9,"2","1","2","2",1,0,2,0,1,1,1,0,1,"6",1391,695,118,1,0.904669901496222,"T"
82,26,"male","1","0",1,8,"2","2","1","2",1,0,3,0,0,1,1,0,1,"6",907,816,248,1,0.616979849300588,"T"
389,65,"female","3","0",2,18,"4","4","0","0",1,0,4,0,0,1,0,0,0,"4",1098,658,90,1,0.95198649377091,"T"
257,29,"male","2","0",1,6,"3","1","1","2",1,0,2,0,1,1,0,0,0,"4",683,341,49,1,0.926834775483745,"T"
449,44,"female","3","2",1,12,"4","4","2","2",1,0,4,0,0,1,1,0,1,"1",1163,814,193,1,0.929964048622186,"T"
420,21,"male","1","1",1,45,"2","4","2","2",1,1,4,1,0,0,0,0,0,"4",3031,2424,-997,0,0.437719358812894,"T"
960,32,"male","3","0",1,24,"3","2","2","2",1,0,1,0,0,0,0,0,0,"6",3863,3476,975,1,0.900757907217984,"T"
913,29,"female","0","0",2,12,"4","2","2","2",1,0,3,0,0,1,0,0,1,"1",3499,3149,-1351,0,0.359252541944231,"T"
529,35,"male","0","0",1,47,"2","1","1","1",1,0,1,0,0,1,1,0,1,"1",10722,9649,2569,1,0.171154746376792,"T"
710,34,"female","1","1",1,18,"2","4","2","2",1,0,4,0,0,1,0,0,0,"6",2622,2359,580,1,0.601440327754907,"T"
225,24,"male","0","0",2,48,"0","4","4","2",2,0,3,0,0,0,0,0,0,"2",4605,3684,-1645,0,0.140597613361754,"T"
942,33,"male","1","4",1,18,"2","2","2","2",1,0,4,0,0,1,0,0,0,"1",1042,729,-364,0,0.571460144202805,"T"
306,31,"male","3","4",1,18,"2","1","2","2",1,0,2,0,0,1,1,0,0,"2",3378,2026,389,1,0.993873768250564,"T"
727,38,"male","3","0",1,24,"2","3","1","2",1,0,4,0,1,1,1,0,0,"4",1533,1379,389,1,0.734125865172106,"T"
538,37,"male","0","0",1,48,"1","4","3","2",1,1,2,1,0,0,0,0,0,"6",7685,4611,-3379,0,0.245816838257677,"T"
771,25,"male","1","0",2,12,"0","3","1","2",1,1,4,0,0,0,0,0,0,"3",2969,1484,-647,0,0.0952849871941815,"T"
469,31,"female","1","1",2,36,"3","3","3","1",2,0,1,0,0,1,1,0,0,"6",9857,6899,1312,1,0.715746684728797,"T"
594,30,"female","1","1",2,30,"3","3","1","3",1,0,4,0,1,1,0,0,0,"4",1919,1535,-892,0,0.357912218603977,"T"
97,30,"male","3","0",2,6,"4","2","4","2",1,1,2,0,0,0,0,0,1,"4",1740,1218,168,1,0.952646056441103,"T"
715,51,"female","3","1",2,12,"4","3","3","2",1,0,4,0,0,1,1,0,0,"1",682,682,172,1,0.949396810105935,"T"
466,35,"male","3","0",2,24,"4","3","3","2",1,0,4,0,0,1,1,0,0,"2",2346,1407,222,1,0.977993751013525,"T"
651,36,"female","2","2",1,15,"4","2","2","2",1,0,2,0,0,1,1,0,0,"2",2360,1652,329,1,0.981148804516097,"T"
732,48,"female","1","4",1,24,"2","4","2","1",1,0,1,0,0,1,1,0,0,"3",4351,3045,663,1,0.929021648321982,"T"
856,27,"female","0","0",1,24,"1","4","3","2",1,0,3,0,1,1,0,0,0,"3",3552,1776,-894,0,0.197526339781026,"T"
207,61,"male","1","0",1,36,"0","4","4","3",1,0,4,0,0,0,1,0,0,"6",1953,1562,-976,0,0.45967451282514,"T"
902,31,"female","3","2",1,24,"2","2","4","2",2,0,3,0,0,1,1,0,0,"4",3430,2401,637,1,0.825839122927298,"T"
929,48,"female","0","0",1,24,"3","4","1","2",1,0,4,0,1,1,0,0,1,"4",1024,614,-325,0,0.432144810183887,"T"
703,42,"male","2","3",2,12,"1","3","2","2",1,1,3,0,0,0,0,0,1,"4",409,327,60,1,0.873807784106348,"T"
859,47,"female","0","0",1,18,"2","3","2","1",1,0,4,0,0,1,1,0,1,"0",1217,973,-395,0,0.696918218344884,"T"
803,34,"female","1","0",1,7,"2","2","2","2",1,0,3,1,0,1,0,0,1,"4",2415,2173,578,1,0.763576325066625,"T"
476,55,"female","3","3",2,12,"3","4","4","2",2,0,4,0,0,0,0,0,0,"0",1555,933,-545,0,0.927000887331422,"T"
947,35,"male","3","0",2,24,"3","3","3","1",1,0,3,0,0,1,1,0,0,"2",4679,3275,604,1,0.967890539376731,"T"
80,39,"male","1","0",1,21,"2","4","4","2",2,0,2,0,0,1,0,0,0,"6",1188,594,-446,0,0.774955847057839,"T"
477,27,"female","3","1",2,24,"4","3","3","2",1,0,4,0,0,1,1,0,0,"1",2463,2463,658,1,0.867761669564604,"T"
916,34,"male","3","4",2,6,"4","2","2","1",2,0,1,0,0,1,0,0,1,"4",1898,1328,218,1,0.992617302904341,"T"
251,49,"male","2","1",1,9,"2","4","4","2",1,0,2,0,0,1,0,0,1,"4",1126,563,92,1,0.96864579364712,"T"
12,31,"male","1","1",2,6,"3","2","4","2",2,0,1,0,1,1,0,0,0,"6",1449,1304,252,1,0.822954700776458,"T"
560,32,"male","1","1",1,6,"1","1","1","1",1,0,1,0,1,1,0,0,0,"1",931,744,-441,0,0.418722962550304,"T"
406,57,"male","1","0",2,36,"3","4","4","2",1,0,4,0,1,0,1,0,0,"1",2225,1780,-747,0,0.279280494093036,"T"
350,38,"male","1","4",1,6,"2","4","4","2",1,0,4,0,0,1,0,0,0,"4",368,257,63,1,0.906737897715461,"T"
521,38,"male","0","0",3,30,"4","4","4","3",2,0,3,0,0,0,1,0,0,"2",10623,6373,373,1,0.415985520205208,"T"
8,30,"female","3","0",1,36,"2","2","2","2",1,0,1,0,1,1,0,0,0,"2",8133,6506,1407,1,0.794732680679737,"T"
983,38,"male","1","4",1,48,"3","4","2","2",2,0,4,0,0,0,1,0,0,"6",6681,6012,1714,1,0.598364748708537,"T"
904,24,"male","1","0",1,9,"2","3","2","2",1,0,4,0,0,1,0,0,1,"4",458,412,127,1,0.727477921359479,"T"
787,42,"female","3","0",1,12,"4","4","4","2",1,0,2,0,1,1,0,0,0,"3",3331,2331,564,1,0.941099626025195,"T"
30,26,"male","3","0",1,12,"2","2","2","2",1,0,2,0,0,1,1,1,1,"6",1076,645,114,1,0.989766943952377,"T"
9,44,"female","3","4",2,24,"2","1","1","2",1,0,1,0,0,1,1,0,0,"4",5943,5943,-1826,0,0.963401241156615,"T"
879,50,"female","1","0",1,48,"3","4","4","2",1,0,4,0,0,0,0,0,0,"5",6224,4979,-4477,0,0.122814758624619,"T"
333,28,"female","0","3",1,18,"2","2","2","2",1,0,4,0,0,1,0,0,0,"3",2659,1329,238,1,0.46579440548923,"T"
518,53,"female","3","4",1,30,"1","1","0","3",1,0,4,0,1,1,1,0,1,"2",7485,5988,-2232,0,0.788831593499466,"T"
860,31,"female","3","0",2,18,"4","2","3","2",1,0,2,0,1,1,0,0,0,"1",2775,2220,-689,0,0.832174997178822,"T"
278,36,"male","3","0",1,21,"4","4","4","3",1,0,1,0,0,1,1,0,0,"2",3275,3275,880,1,0.991644237686023,"T"
564,47,"female","3","0",3,12,"2","4","4","2",2,0,4,0,1,1,1,0,0,"5",1393,1393,210,1,0.523994507672035,"T"
102,24,"male","0","0",1,48,"2","4","1","2",1,1,3,0,0,0,0,0,0,"6",4308,4308,-2807,0,0.126625895318059,"T"
424,42,"male","3","0",3,4,"4","1","3","1",2,0,2,0,0,1,0,0,1,"4",1544,1235,94,1,0.991070272593704,"T"
118,26,"male","3","0",1,12,"2","1","2","2",1,0,4,0,0,1,1,0,1,"3",763,610,175,1,0.937749496547694,"T"
713,30,"female","1","0",1,12,"2","2","2","2",1,0,4,0,0,1,0,0,0,"0",639,639,-330,0,0.515444612973614,"T"
211,24,"male","3","0",1,6,"3","2","2","2",1,0,3,0,0,1,0,0,1,"4",932,652,167,1,0.936463233582474,"T"
990,42,"male","0","0",1,18,"2","3","2","2",1,0,2,0,0,1,0,0,0,"3",4153,3322,-1278,0,0.60177554507673,"T"
917,31,"female","1","0",2,24,"4","4","4","2",1,0,4,0,0,1,1,0,1,"6",1935,967,-865,0,0.777359417019396,"T"
722,23,"male","2","0",1,36,"2","2","2","2",1,0,2,0,0,1,1,0,1,"4",3913,3130,899,1,0.818810449400062,"T"
365,33,"female","3","0",2,24,"4","2","3","2",1,0,4,1,0,1,1,0,0,"4",1851,1665,365,1,0.952539449640608,"T"
2,25,"female","1","0",1,12,"2","1","1","2",1,1,3,0,0,0,0,0,0,"1",1295,1165,-473,0,0.280138482097795,"V"
10,56,"male","3","0",1,12,"4","4","4","2",1,0,4,0,0,1,0,0,1,"4",618,556,163,1,0.975350104711317,"V"
14,24,"female","1","4",1,48,"2","2","3","2",1,0,1,0,0,1,0,0,0,"1",8487,5092,976,1,0.463284347811241,"V"
18,33,"male","0","0",2,15,"0","3","4","2",2,1,4,0,0,0,0,0,0,"1",950,570,-188,0,0.0809824318392664,"V"
21,52,"male","3","2",2,9,"4","2","4","2",1,0,4,0,0,1,1,0,0,"5",936,842,198,1,0.890120153292469,"V"
23,26,"female","1","0",1,12,"2","1","1","1",1,0,4,1,1,1,0,0,1,"4",625,375,90,1,0.667797234940892,"V"
24,26,"male","2","0",1,36,"2","2","2","2",1,0,4,0,0,1,0,0,0,"4",4210,2526,-816,0,0.529637813075336,"V"
26,39,"male","0","3",2,6,"4","4","3","1",1,0,3,0,0,1,1,0,1,"1",666,466,67,1,0.929815947763347,"V"
32,40,"male","1","4",1,48,"2","4","0","0",1,0,3,0,1,0,1,0,0,"0",5381,5381,1768,1,0.621981303434783,"V"
34,75,"male","0","0",2,24,"4","4","0","3",1,0,2,0,0,0,1,0,0,"2",6615,3307,379,1,0.713182378051853,"V"
38,36,"male","3","4",1,36,"2","4","2","2",1,0,4,0,0,1,0,0,1,"1",3079,2771,811,1,0.819527874180114,"V"
46,30,"male","3","4",1,36,"4","2","2","3",1,0,4,0,0,1,1,0,0,"2",11054,7737,1640,1,0.930057154680503,"V"
47,37,"female","0","0",1,36,"2","2","2","2",2,0,1,1,0,1,0,0,0,"3",3620,1810,334,1,0.521998553279722,"V"
50,26,"male","3","0",2,12,"4","2","4","2",1,0,2,0,0,1,0,0,0,"4",1934,1547,282,1,0.94423730095157,"V"
53,44,"male","3","0",2,24,"4","4","4","2",1,0,3,0,0,0,0,0,0,"0",5507,4956,848,1,0.851981625930588,"V"
57,49,"male","0","4",1,24,"2","4","4","2",2,0,4,0,1,0,1,0,0,"2",2964,2964,1012,1,0.80046606771073,"V"
59,30,"male","1","0",2,18,"4","3","4","2",1,0,3,1,1,1,0,0,1,"1",1056,950,-388,0,0.701167775589452,"V"
63,27,"male","1","0",2,21,"4","3","3","2",1,0,2,0,0,1,0,0,0,"6",3652,2191,337,1,0.883546225450787,"V"
64,28,"female","0","0",1,24,"2","4","2","2",1,0,2,0,0,1,0,0,0,"4",3660,2928,805,1,0.541266033081949,"V"
68,27,"male","3","1",2,24,"4","3","2","1",1,0,3,0,0,1,1,0,0,"6",4139,3311,551,1,0.945225646489474,"V"
70,25,"male","0","0",2,15,"4","3","2","2",1,0,2,0,0,1,0,0,0,"3",975,585,88,1,0.787145796099394,"V"
74,33,"male","1","0",1,24,"3","2","1","2",1,0,1,0,0,1,0,0,0,"4",6403,3841,696,1,0.505299603021401,"V"
75,32,"female","0","1",1,24,"1","3","3","2",1,0,2,0,1,1,0,0,0,"1",2325,1627,356,1,0.239866663070629,"V"
76,49,"male","0","0",1,6,"2","1","4","2",1,0,2,0,1,1,1,0,0,"3",428,342,99,1,0.878356632075445,"V"
78,26,"male","0","4",1,24,"2","4","4","2",1,1,2,0,0,0,0,0,1,"2",2812,1406,198,1,0.909726007285222,"V"
88,40,"male","3","2",2,36,"3","4","3","2",1,0,2,0,0,1,1,0,0,"3",7678,4606,682,1,0.904072171808587,"V"
90,43,"male","0","0",4,27,"4","4","4","3",2,0,4,0,1,1,1,0,0,"6",2442,1709,-10,0,0.478428682134046,"V"
94,24,"male","0","0",1,24,"2","1","1","1",1,0,4,0,0,1,0,1,0,"3",1747,1572,457,1,0.71897062544738,"V"
95,45,"female","3","4",1,12,"2","3","1","3",2,0,2,0,0,1,1,0,0,"1",3527,2468,522,1,0.88949356231849,"V"
96,40,"female","1","0",3,18,"4","3","0","0",2,0,3,0,0,1,1,0,0,"6",3590,2872,343,1,0.743983396382772,"V"
98,22,"male","1","1",1,15,"2","2","2","2",1,0,4,1,0,1,0,0,1,"0",1514,1211,296,1,0.687947378625918,"V"
106,30,"male","1","0",2,27,"3","2","4","3",1,0,1,0,0,1,1,0,0,"2",5965,5965,1508,1,0.835981543181579,"V"
107,50,"male","1","4",2,15,"4","4","4","2",1,0,4,1,0,1,1,0,1,"4",1537,1383,291,1,0.976313163746531,"V"
113,41,"male","3","0",2,24,"4","2","4","3",1,1,4,0,0,0,1,0,0,"2",3868,2707,372,1,0.922942822795006,"V"
114,29,"female","0","0",1,36,"3","3","2","2",1,0,4,0,1,1,1,0,0,"5",6887,6198,-4715,0,0.0996758086280776,"V"
120,34,"female","1","1",1,48,"0","4","3","1",2,0,4,0,0,0,0,0,0,"6",3844,3075,-2447,0,0.234450194956033,"V"
123,23,"male","0","4",1,12,"2","4","2","2",1,1,4,0,1,0,1,0,0,"5",1200,1080,299,1,0.44428903801772,"V"
125,51,"male","3","0",1,6,"2","2","3","2",2,0,3,0,0,1,0,0,0,"4",1595,1595,534,1,0.943277360604607,"V"
131,42,"male","1","0",1,36,"0","1","2","2",1,0,4,0,0,1,1,0,0,"4",3804,2282,-1051,0,0.483414647006424,"V"
136,29,"female","1","0",1,9,"2","2","2","2",1,0,1,0,0,1,0,1,0,"3",959,479,-247,0,0.943075465051451,"V"
142,35,"male","3","0",2,33,"4","2","3","3",1,0,3,0,0,1,1,0,0,"2",7253,5077,730,1,0.946603275027622,"V"
144,29,"female","1","0",2,24,"2","3","2","3",1,0,2,0,1,1,1,0,0,"0",11328,7929,-4440,0,0.279906213485171,"V"
147,36,"male","0","0",1,15,"2","3","1","2",1,0,2,0,0,1,0,0,1,"1",1721,860,163,1,0.352038706053631,"V"
149,26,"male","1","0",1,24,"2","1","1","2",1,0,4,0,0,1,0,0,0,"1",1201,720,165,1,0.245436883176658,"V"
151,42,"male","0","0",1,36,"2","4","4","2",2,0,2,0,0,0,0,0,0,"2",5493,4394,1032,1,0.539826566384957,"V"
152,32,"male","3","0",1,36,"2","2","2","3",1,0,2,0,0,0,1,0,0,"2",4686,2343,378,1,0.888578688043291,"V"
154,28,"male","1","1",2,15,"2","4","2","2",1,1,2,0,0,0,1,0,0,"1",2631,1315,-459,0,0.474927179887243,"V"
155,60,"male","3","0",2,24,"3","4","4","2",1,0,4,0,0,0,1,0,0,"1",2032,1219,125,1,0.735399697558698,"V"
156,45,"male","3","2",1,6,"1","4","4","1",2,0,2,0,1,1,0,0,0,"4",1750,1050,229,1,0.862645415068064,"V"
157,24,"female","0","0",1,24,"1","4","3","1",1,1,4,1,1,0,0,0,0,"4",1546,1546,-813,0,0.262244150270165,"V"
160,42,"male","1","4",2,24,"3","4","2","2",1,1,4,0,0,0,1,0,0,"1",1965,1572,307,1,0.652967222493365,"V"
163,32,"female","3","0",2,18,"4","2","2","2",1,0,3,0,1,1,0,0,0,"1",1530,1377,-653,0,0.7003076562781,"V"
165,38,"female","1","0",2,15,"2","4","4","1",1,0,4,0,0,1,0,0,0,"0",1308,784,78,1,0.550052754231416,"V"
170,25,"male","1","1",1,15,"2","2","2","1",1,0,3,0,0,1,0,0,1,"0",2631,1841,457,1,0.673628160729203,"V"
171,46,"male","0","0",2,48,"4","4","4","2",1,0,4,0,0,0,1,0,0,"2",6331,5697,-2024,0,0.526660169389562,"V"
172,35,"male","0","0",1,6,"1","4","4","2",1,0,4,0,0,0,0,0,0,"5",1198,838,-590,0,0.0983161804955779,"V"
174,21,"male","0","0",1,24,"2","4","2","1",2,1,2,0,0,0,0,0,1,"4",1987,1192,-693,0,0.565709995255947,"V"
178,25,"male","0","0",2,36,"4","2","2","3",1,0,3,0,0,1,1,0,0,"5",8065,4839,-3043,0,0.155054681360693,"V"
186,43,"female","3","4",2,24,"4","4","3","2",1,0,3,0,0,1,1,0,0,"2",4042,2425,301,1,0.993941209960675,"V"
188,46,"male","2","0",2,6,"4","4","4","2",2,0,1,0,0,1,0,1,1,"1",1343,805,84,1,0.988899642261758,"V"
189,48,"male","3","4",1,24,"2","4","2","2",1,0,2,0,0,0,1,0,0,"2",9277,5566,981,1,0.965428423726616,"V"
191,44,"male","3","4",2,20,"4","4","1","2",1,0,2,0,0,1,1,0,1,"1",3485,2788,456,1,0.948968667891064,"V"
195,31,"male","3","0",1,10,"2","2","2","1",2,0,3,0,0,1,0,1,1,"1",1546,1236,286,1,0.932070649818719,"V"
196,24,"male","0","0",2,36,"3","1","3","2",1,0,2,0,0,1,1,0,0,"6",2145,1072,-673,0,0.861177885390775,"V"
199,33,"male","3","0",1,48,"2","2","0","3",1,1,3,0,1,0,1,0,0,"6",4844,3390,-2152,0,0.314515367720934,"V"
200,34,"male","3","1",1,15,"1","4","4","1",2,0,4,0,1,1,0,0,0,"4",1569,941,158,1,0.647345689916059,"V"
202,22,"male","1","0",1,12,"2","1","2","2",1,0,1,0,0,1,1,0,0,"4",1567,1096,241,1,0.925513822609347,"V"
204,30,"male","1","1",2,18,"2","2","2","2",1,0,2,0,0,1,1,0,0,"1",5866,2933,225,1,0.329004981095549,"V"
210,33,"male","3","4",1,12,"4","3","4","1",2,0,4,0,1,1,0,0,0,"4",797,717,-302,0,0.978807416333119,"V"
212,28,"male","1","0",1,18,"2","3","3","1",1,1,3,0,0,0,0,0,1,"1",6260,3756,708,1,0.368255665725388,"V"
221,26,"female","3","0",2,27,"3","4","3","2",1,0,3,0,0,1,0,0,0,"6",5117,3581,647,1,0.856877054249394,"V"
223,30,"male","3","0",2,12,"2","2","2","2",1,0,4,0,1,1,0,0,1,"4",707,565,90,1,0.786682450075916,"V"
224,35,"male","3","1",1,12,"2","1","3","2",1,0,3,0,0,1,0,0,0,"4",2141,1712,445,1,0.975268104486798,"V"
227,36,"male","0","0",3,18,"4","4","4","3",1,0,2,0,0,0,1,0,0,"1",5302,4771,564,1,0.39949475297954,"V"
228,36,"female","1","4",1,48,"1","4","0","3",1,0,4,0,0,0,1,0,0,"1",12169,7301,1522,1,0.0135833180728031,"V"
230,44,"male","0","0",2,24,"4","4","4","3",2,0,2,0,0,0,1,0,0,"2",6419,4493,763,1,0.793257826833808,"V"
231,37,"female","2","4",2,24,"4","2","3","1",2,0,4,0,1,1,0,0,1,"1",1344,806,-348,0,0.884890621543366,"V"
237,36,"female","2","0",2,12,"3","2","2","2",1,0,2,0,1,1,1,0,0,"1",2247,1797,338,1,0.70334701210766,"V"
238,23,"female","3","0",2,10,"4","3","1","2",1,1,1,0,0,0,0,0,1,"3",2146,1716,320,1,0.907244105974241,"V"
239,25,"male","3","4",1,22,"2","4","3","2",1,1,4,0,0,0,0,0,0,"1",1283,898,215,1,0.870209334399511,"V"
244,36,"female","0","0",3,6,"4","4","0","3",1,0,4,0,0,0,1,0,0,"3",1872,1497,155,1,0.278686083329911,"V"
246,34,"female","3","0",2,12,"0","4","4","2",1,0,2,0,0,1,0,0,0,"3",2759,2207,421,1,0.737997785944095,"V"
249,57,"male","0","3",2,30,"2","4","4","2",1,1,4,0,0,0,1,0,0,"3",3622,2173,302,1,0.556505020685732,"V"
253,53,"male","0","0",2,48,"0","4","2","2",2,0,3,0,0,0,0,0,0,"3",7119,5695,-2010,0,0.0636832063126273,"V"
254,41,"male","3","0",1,12,"3","4","2","2",1,1,4,0,0,0,0,0,1,"2",1503,1503,427,1,0.956933848165276,"V"
255,31,"male","0","4",1,30,"2","4","4","2",1,0,4,0,0,1,0,0,0,"3",6350,3810,-1837,0,0.469160548139003,"V"
262,29,"male","0","3",1,21,"2","2","1","2",1,0,4,0,1,1,0,0,0,"4",3357,2685,766,1,0.281149314516369,"V"
263,38,"female","3","4",1,48,"2","2","2","2",1,0,4,0,1,1,0,0,1,"6",3914,2348,-1440,0,0.81879062790909,"V"
269,33,"male","3","0",2,15,"3","3","2","2",1,0,4,0,1,1,0,0,1,"4",1478,1330,255,1,0.880952912790882,"V"
272,46,"female","3","4",1,21,"2","4","4","3",1,0,4,0,0,1,1,0,1,"2",2476,1733,453,1,0.98629547327392,"V"
274,44,"male","1","0",1,8,"2","2","3","1",1,0,4,1,0,1,0,0,1,"4",760,608,135,1,0.881145281179753,"V"
275,41,"male","3","4",1,21,"2","3","4","2",1,0,4,0,0,1,1,0,0,"4",3160,2212,429,1,0.961452648201638,"V"
289,36,"female","1","4",2,30,"4","4","4","2",1,0,4,0,0,1,0,0,1,"1",2181,1962,319,1,0.723938019518264,"V"
292,25,"male","1","4",1,30,"2","4","4","2",1,0,2,0,0,1,0,0,0,"4",2991,2691,802,1,0.868730548946191,"V"
297,29,"male","3","4",1,15,"2","2","2","2",1,0,3,0,0,1,0,0,0,"1",3556,2844,632,1,0.829270132208036,"V"
298,29,"female","0","0",2,24,"1","4","0","0",1,1,1,0,0,0,0,0,0,"1",1193,954,-424,0,0.146415280790643,"V"
301,45,"male","0","0",1,42,"2","4","3","2",2,0,2,1,0,0,0,0,0,"3",7882,4729,792,1,0.413685120342024,"V"
314,47,"female","3","0",2,18,"2","4","2","2",1,0,4,0,1,0,0,0,0,"3",1984,1785,405,1,0.637959485408956,"V"
317,70,"female","1","0",1,10,"2","4","0","3",1,0,2,0,1,0,1,0,0,"1",7308,6577,2059,1,0.177389505604712,"V"
318,33,"female","1","0",1,8,"2","2","2","2",1,0,4,1,0,1,0,1,1,"4",1414,848,194,1,0.927362945095528,"V"
319,50,"female","3","3",1,24,"4","4","2","2",1,0,4,0,0,1,1,0,1,"3",3777,2266,492,1,0.969944250102825,"V"
321,21,"male","0","0",1,12,"2","4","3","2",1,1,4,0,0,0,0,0,0,"0",902,902,-273,0,0.547039116206508,"V"
322,66,"female","2","0",1,30,"3","4","4","3",1,0,4,0,0,1,1,0,1,"6",1908,1526,-1279,0,0.939869652123439,"V"
323,32,"male","3","4",2,24,"3","4","2","2",2,0,4,0,0,1,1,0,1,"6",2978,2978,797,1,0.956504430412858,"V"
331,49,"female","0","0",2,10,"4","3","3","2",1,0,4,0,0,1,1,0,0,"1",1038,830,126,1,0.711362714437227,"V"
332,25,"female","1","0",1,12,"2","3","3","1",1,0,2,0,1,1,0,0,0,"1",685,685,-256,0,0.632450902227019,"V"
337,21,"male","3","0",1,6,"2","2","2","2",1,1,1,0,0,0,0,0,0,"3",1766,1766,567,1,0.886157225063998,"V"
344,33,"female","3","0",2,24,"4","2","2","2",1,0,4,0,0,1,1,0,1,"0",2058,1646,253,1,0.890446391117824,"V"
347,38,"female","1","4",2,12,"2","4","4","2",1,0,4,0,0,1,0,0,0,"0",754,452,75,1,0.821772920838815,"V"
351,38,"male","1","1",2,24,"4","4","1","2",2,0,4,0,1,1,0,0,0,"4",1216,972,-481,0,0.513922712014468,"V"
352,20,"male","1","0",2,12,"3","4","2","2",1,1,4,0,0,0,0,0,1,"4",585,526,91,1,0.63307600116673,"V"
364,19,"female","3","0",2,9,"2","2","1","2",1,1,2,0,0,0,0,0,0,"3",1980,1188,-398,0,0.562609436703577,"V"
366,42,"female","1","1",4,36,"3","4","4","3",1,0,2,0,0,1,1,0,0,"1",8086,4043,-1774,0,0.256505672561366,"V"
370,44,"male","0","4",2,6,"4","3","1","1",2,0,1,0,0,1,0,0,1,"1",4716,4244,747,1,0.800317042115003,"V"
372,25,"male","0","0",2,9,"4","4","2","1",1,0,4,0,0,1,0,0,1,"4",1138,682,103,1,0.753044288793442,"V"
373,66,"male","1","2",1,9,"2","3","2","1",1,0,4,0,0,1,0,0,1,"4",790,553,143,1,0.891195307108343,"V"
