OBS,AGE,GENDER,CHK_ACCT,SAV_ACCT,NUM_CREDITS,DURATION,HISTORY,PRESENT_RESIDENT,EMPLOYMENT,JOB,NUM_DEPENDENTS,RENT,INSTALL_RATE,GUARANTOR,OTHER_INSTALL,OWN_RES,TELEPHONE,FOREIGN,REAL_ESTATE,TYPE,AMOUNT_REQUESTED,CREDIT_EXTENDED,NPV,IsProfitable,MySample,NPV_Predicted
521,38,male,0,0,3,30,4,4,4,3,2,0,3,0,0,0,1,0,0,2,10623,6373,373,1,T,-717.6199955
8,30,female,3,0,1,36,2,2,2,2,1,0,1,0,1,1,0,0,0,2,8133,6506,1407,1,T,-137.1134003
983,38,male,1,4,1,48,3,4,2,2,2,0,4,0,0,0,1,0,0,6,6681,6012,1714,1,T,-807.6431642
904,24,male,1,0,1,9,2,3,2,2,1,0,4,0,0,1,0,0,1,4,458,412,127,1,T,92.94779905
787,42,female,3,0,1,12,4,4,4,2,1,0,2,0,1,1,0,0,0,3,3331,2331,564,1,T,254.8769287
30,26,male,3,0,1,12,2,2,2,2,1,0,2,0,0,1,1,1,1,6,1076,645,114,1,T,-192.339845
9,44,female,3,4,2,24,2,1,1,2,1,0,1,0,0,1,1,0,0,4,5943,5943,-1826,0,T,198.2495961
879,50,female,1,0,1,48,3,4,4,2,1,0,4,0,0,0,0,0,0,5,6224,4979,-4477,0,T,-1067.764635
333,28,female,0,3,1,18,2,2,2,2,1,0,4,0,0,1,0,0,0,3,2659,1329,238,1,T,-11.36309137
518,53,female,3,4,1,30,1,1,0,3,1,0,4,0,1,1,1,0,1,2,7485,5988,-2232,0,T,207.255879
860,31,female,3,0,2,18,4,2,3,2,1,0,2,0,1,1,0,0,0,1,2775,2220,-689,0,T,132.7601404
278,36,male,3,0,1,21,4,4,4,3,1,0,1,0,0,1,1,0,0,2,3275,3275,880,1,T,364.1138809
564,47,female,3,0,3,12,2,4,4,2,2,0,4,0,1,1,1,0,0,5,1393,1393,210,1,T,-512.1708834
102,24,male,0,0,1,48,2,4,1,2,1,1,3,0,0,0,0,0,0,6,4308,4308,-2807,0,T,-1731.619242
424,42,male,3,0,3,4,4,1,3,1,2,0,2,0,0,1,0,0,1,4,1544,1235,94,1,T,728.4475912
118,26,male,3,0,1,12,2,1,2,2,1,0,4,0,0,1,1,0,1,3,763,610,175,1,T,270.65328
713,30,female,1,0,1,12,2,2,2,2,1,0,4,0,0,1,0,0,0,0,639,639,-330,0,T,-243.5027253
211,24,male,3,0,1,6,3,2,2,2,1,0,3,0,0,1,0,0,1,4,932,652,167,1,T,916.6363188
990,42,male,0,0,1,18,2,3,2,2,1,0,2,0,0,1,0,0,0,3,4153,3322,-1278,0,T,-312.4701689
917,31,female,1,0,2,24,4,4,4,2,1,0,4,0,0,1,1,0,1,6,1935,967,-865,0,T,-856.3363137
722,23,male,2,0,1,36,2,2,2,2,1,0,2,0,0,1,1,0,1,4,3913,3130,899,1,T,95.89643444
365,33,female,3,0,2,24,4,2,3,2,1,0,4,1,0,1,1,0,0,4,1851,1665,365,1,T,315.9345748
2,25,female,1,0,1,12,2,1,1,2,1,1,3,0,0,0,0,0,0,1,1295,1165,-473,0,V,-797.7658775
10,56,male,3,0,1,12,4,4,4,2,1,0,4,0,0,1,0,0,1,4,618,556,163,1,V,591.546633
14,24,female,1,4,1,48,2,2,3,2,1,0,1,0,0,1,0,0,0,1,8487,5092,976,1,V,-336.7230959
18,33,male,0,0,2,15,0,3,4,2,2,1,4,0,0,0,0,0,0,1,950,570,-188,0,V,-1561.462757
21,52,male,3,2,2,9,4,2,4,2,1,0,4,0,0,1,1,0,0,5,936,842,198,1,V,264.3761188
23,26,female,1,0,1,12,2,1,1,1,1,0,4,1,1,1,0,0,1,4,625,375,90,1,V,-77.84255285
24,26,male,2,0,1,36,2,2,2,2,1,0,4,0,0,1,0,0,0,4,4210,2526,-816,0,V,-102.0987237
26,39,male,0,3,2,6,4,4,3,1,1,0,3,0,0,1,1,0,1,1,666,466,67,1,V,629.5442544
32,40,male,1,4,1,48,2,4,0,0,1,0,3,0,1,0,1,0,0,0,5381,5381,1768,1,V,-744.1986184
34,75,male,0,0,2,24,4,4,0,3,1,0,2,0,0,0,1,0,0,2,6615,3307,379,1,V,-423.2225111
38,36,male,3,4,1,36,2,4,2,2,1,0,4,0,0,1,0,0,1,1,3079,2771,811,1,V,148.0755818
46,30,male,3,4,1,36,4,2,2,3,1,0,4,0,0,1,1,0,0,2,11054,7737,1640,1,V,644.8762169
47,37,female,0,0,1,36,2,2,2,2,2,0,1,1,0,1,0,0,0,3,3620,1810,334,1,V,-695.2803381
50,26,male,3,0,2,12,4,2,4,2,1,0,2,0,0,1,0,0,0,4,1934,1547,282,1,V,182.7247007
53,44,male,3,0,2,24,4,4,4,2,1,0,3,0,0,0,0,0,0,0,5507,4956,848,1,V,-358.2860924
57,49,male,0,4,1,24,2,4,4,2,2,0,4,0,1,0,1,0,0,2,2964,2964,1012,1,V,169.5256026
59,30,male,1,0,2,18,4,3,4,2,1,0,3,1,1,1,0,0,1,1,1056,950,-388,0,V,-437.843077
63,27,male,1,0,2,21,4,3,3,2,1,0,2,0,0,1,0,0,0,6,3652,2191,337,1,V,-602.1131235
64,28,female,0,0,1,24,2,4,2,2,1,0,2,0,0,1,0,0,0,4,3660,2928,805,1,V,-301.3990125
68,27,male,3,1,2,24,4,3,2,1,1,0,3,0,0,1,1,0,0,6,4139,3311,551,1,V,-376.3599095
70,25,male,0,0,2,15,4,3,2,2,1,0,2,0,0,1,0,0,0,3,975,585,88,1,V,-237.4447697
74,33,male,1,0,1,24,3,2,1,2,1,0,1,0,0,1,0,0,0,4,6403,3841,696,1,V,-151.3393875
75,32,female,0,1,1,24,1,3,3,2,1,0,2,0,1,1,0,0,0,1,2325,1627,356,1,V,-462.9377421
76,49,male,0,0,1,6,2,1,4,2,1,0,2,0,1,1,1,0,0,3,428,342,99,1,V,-97.09506121
78,26,male,0,4,1,24,2,4,4,2,1,1,2,0,0,0,0,0,1,2,2812,1406,198,1,V,367.5207607
88,40,male,3,2,2,36,3,4,3,2,1,0,2,0,0,1,1,0,0,3,7678,4606,682,1,V,359.5759282
90,43,male,0,0,4,27,4,4,4,3,2,0,4,0,1,1,1,0,0,6,2442,1709,-10,0,V,-1417.129894
94,24,male,0,0,1,24,2,1,1,1,1,0,4,0,0,1,0,1,0,3,1747,1572,457,1,V,-547.0622157
95,45,female,3,4,1,12,2,3,1,3,2,0,2,0,0,1,1,0,0,1,3527,2468,522,1,V,353.5053255
96,40,female,1,0,3,18,4,3,0,0,2,0,3,0,0,1,1,0,0,6,3590,2872,343,1,V,-1181.587536
98,22,male,1,1,1,15,2,2,2,2,1,0,4,1,0,1,0,0,1,0,1514,1211,296,1,V,148.6489067
106,30,male,1,0,2,27,3,2,4,3,1,0,1,0,0,1,1,0,0,2,5965,5965,1508,1,V,-196.8433807
107,50,male,1,4,2,15,4,4,4,2,1,0,4,1,0,1,1,0,1,4,1537,1383,291,1,V,496.6755806
113,41,male,3,0,2,24,4,2,4,3,1,1,4,0,0,0,1,0,0,2,3868,2707,372,1,V,-121.6649305
114,29,female,0,0,1,36,3,3,2,2,1,0,4,0,1,1,1,0,0,5,6887,6198,-4715,0,V,-438.9190205
120,34,female,1,1,1,48,0,4,3,1,2,0,4,0,0,0,0,0,0,6,3844,3075,-2447,0,V,-1819.626472
123,23,male,0,4,1,12,2,4,2,2,1,1,4,0,1,0,1,0,0,5,1200,1080,299,1,V,40.57823177
125,51,male,3,0,1,6,2,2,3,2,2,0,3,0,0,1,0,0,0,4,1595,1595,534,1,V,687.5210396
131,42,male,1,0,1,36,0,1,2,2,1,0,4,0,0,1,1,0,0,4,3804,2282,-1051,0,V,-1358.14483
136,29,female,1,0,1,9,2,2,2,2,1,0,1,0,0,1,0,1,0,3,959,479,-247,0,V,-243.7219052
142,35,male,3,0,2,33,4,2,3,3,1,0,3,0,0,1,1,0,0,2,7253,5077,730,1,V,286.4969808
144,29,female,1,0,2,24,2,3,2,3,1,0,2,0,1,1,1,0,0,0,11328,7929,-4440,0,V,-709.5362789
147,36,male,0,0,1,15,2,3,1,2,1,0,2,0,0,1,0,0,1,1,1721,860,163,1,V,-329.765251
149,26,male,1,0,1,24,2,1,1,2,1,0,4,0,0,1,0,0,0,1,1201,720,165,1,V,-841.8223145
151,42,male,0,0,1,36,2,4,4,2,2,0,2,0,0,0,0,0,0,2,5493,4394,1032,1,V,-645.6203154
152,32,male,3,0,1,36,2,2,2,3,1,0,2,0,0,0,1,0,0,2,4686,2343,378,1,V,-348.2637426
154,28,male,1,1,2,15,2,4,2,2,1,1,2,0,0,0,1,0,0,1,2631,1315,-459,0,V,-707.4475207
155,60,male,3,0,2,24,3,4,4,2,1,0,4,0,0,0,1,0,0,1,2032,1219,125,1,V,-436.7556209
156,45,male,3,2,1,6,1,4,4,1,2,0,2,0,1,1,0,0,0,4,1750,1050,229,1,V,121.6683846
157,24,female,0,0,1,24,1,4,3,1,1,1,4,1,1,0,0,0,0,4,1546,1546,-813,0,V,-621.2684291
160,42,male,1,4,2,24,3,4,2,2,1,1,4,0,0,0,1,0,0,1,1965,1572,307,1,V,-217.1665325
163,32,female,3,0,2,18,4,2,2,2,1,0,3,0,1,1,0,0,0,1,1530,1377,-653,0,V,-215.8248415
165,38,female,1,0,2,15,2,4,4,1,1,0,4,0,0,1,0,0,0,0,1308,784,78,1,V,-557.962866
170,25,male,1,1,1,15,2,2,2,1,1,0,3,0,0,1,0,0,1,0,2631,1841,457,1,V,148.6489067
171,46,male,0,0,2,48,4,4,4,2,1,0,4,0,0,0,1,0,0,2,6331,5697,-2024,0,V,-889.6033905
172,35,male,0,0,1,6,1,4,4,2,1,0,4,0,0,0,0,0,0,5,1198,838,-590,0,V,-888.8932449
174,21,male,0,0,1,24,2,4,2,1,2,1,2,0,0,0,0,0,1,4,1987,1192,-693,0,V,-314.5541967
178,25,male,0,0,2,36,4,2,2,3,1,0,3,0,0,1,1,0,0,5,8065,4839,-3043,0,V,-807.400419
186,43,female,3,4,2,24,4,4,3,2,1,0,3,0,0,1,1,0,0,2,4042,2425,301,1,V,1037.841204
188,46,male,2,0,2,6,4,4,4,2,2,0,1,0,0,1,0,1,1,1,1343,805,84,1,V,394.5275915
189,48,male,3,4,1,24,2,4,2,2,1,0,2,0,0,0,1,0,0,2,9277,5566,981,1,V,466.8821754
191,44,male,3,4,2,20,4,4,1,2,1,0,2,0,0,1,1,0,1,1,3485,2788,456,1,V,392.586335
195,31,male,3,0,1,10,2,2,2,1,2,0,3,0,0,1,0,1,1,1,1546,1236,286,1,V,141.0844653
196,24,male,0,0,2,36,3,1,3,2,1,0,2,0,0,1,1,0,0,6,2145,1072,-673,0,V,-640.8101526
199,33,male,3,0,1,48,2,2,0,3,1,1,3,0,1,0,1,0,0,6,4844,3390,-2152,0,V,-1450.970035
200,34,male,3,1,1,15,1,4,4,1,2,0,4,0,1,1,0,0,0,4,1569,941,158,1,V,-91.64658579
202,22,male,1,0,1,12,2,1,2,2,1,0,1,0,0,1,1,0,0,4,1567,1096,241,1,V,-168.8490539
204,30,male,1,1,2,18,2,2,2,2,1,0,2,0,0,1,1,0,0,1,5866,2933,225,1,V,-560.0988732
210,33,male,3,4,1,12,4,3,4,1,2,0,4,0,1,1,0,0,0,4,797,717,-302,0,V,953.4906135
212,28,male,1,0,1,18,2,3,3,1,1,1,3,0,0,0,0,0,1,1,6260,3756,708,1,V,-271.8004702
221,26,female,3,0,2,27,3,4,3,2,1,0,3,0,0,1,0,0,0,6,5117,3581,647,1,V,-191.8801669
223,30,male,3,0,2,12,2,2,2,2,1,0,4,0,1,1,0,0,1,4,707,565,90,1,V,198.501052
224,35,male,3,1,1,12,2,1,3,2,1,0,3,0,0,1,0,0,0,4,2141,1712,445,1,V,817.8758187
227,36,male,0,0,3,18,4,4,4,3,1,0,2,0,0,0,1,0,0,1,5302,4771,564,1,V,-935.1585308
228,36,female,1,4,1,48,1,4,0,3,1,0,4,0,0,0,1,0,0,1,12169,7301,1522,1,V,-1437.626827
230,44,male,0,0,2,24,4,4,4,3,2,0,2,0,0,0,1,0,0,2,6419,4493,763,1,V,-379.1898317
231,37,female,2,4,2,24,4,2,3,1,2,0,4,0,1,1,0,0,1,1,1344,806,-348,0,V,960.0732145
237,36,female,2,0,2,12,3,2,2,2,1,0,2,0,1,1,1,0,0,1,2247,1797,338,1,V,266.4153397
238,23,female,3,0,2,10,4,3,1,2,1,1,1,0,0,0,0,0,1,3,2146,1716,320,1,V,6.272448207
239,25,male,3,4,1,22,2,4,3,2,1,1,4,0,0,0,0,0,0,1,1283,898,215,1,V,385.2563058
244,36,female,0,0,3,6,4,4,0,3,1,0,4,0,0,0,1,0,0,3,1872,1497,155,1,V,-551.8811529
246,34,female,3,0,2,12,0,4,4,2,1,0,2,0,0,1,0,0,0,3,2759,2207,421,1,V,-856.8825409
249,57,male,0,3,2,30,2,4,4,2,1,1,4,0,0,0,1,0,0,3,3622,2173,302,1,V,-728.378659
253,53,male,0,0,2,48,0,4,2,2,2,0,3,0,0,0,0,0,0,3,7119,5695,-2010,0,V,-2051.346451
254,41,male,3,0,1,12,3,4,2,2,1,1,4,0,0,0,0,0,1,2,1503,1503,427,1,V,739.8500772
255,31,male,0,4,1,30,2,4,4,2,1,0,4,0,0,1,0,0,0,3,6350,3810,-1837,0,V,-47.56948142
262,29,male,0,3,1,21,2,2,1,2,1,0,4,0,1,1,0,0,0,4,3357,2685,766,1,V,-43.4788971
263,38,female,3,4,1,48,2,2,2,2,1,0,4,0,1,1,0,0,1,6,3914,2348,-1440,0,V,-398.0210446
269,33,male,3,0,2,15,3,3,2,2,1,0,4,0,1,1,0,0,1,4,1478,1330,255,1,V,514.40446
272,46,female,3,4,1,21,2,4,4,3,1,0,4,0,0,1,1,0,1,2,2476,1733,453,1,V,899.9976991
274,44,male,1,0,1,8,2,2,3,1,1,0,4,1,0,1,0,0,1,4,760,608,135,1,V,462.8000125
275,41,male,3,4,1,21,2,3,4,2,1,0,4,0,0,1,1,0,0,4,3160,2212,429,1,V,540.0350504
289,36,female,1,4,2,30,4,4,4,2,1,0,4,0,0,1,0,0,1,1,2181,1962,319,1,V,-133.1107178
292,25,male,1,4,1,30,2,4,4,2,1,0,2,0,0,1,0,0,0,4,2991,2691,802,1,V,-31.55175611
297,29,male,3,4,1,15,2,2,2,2,1,0,3,0,0,1,0,0,0,1,3556,2844,632,1,V,396.6922877
298,29,female,0,0,2,24,1,4,0,0,1,1,1,0,0,0,0,0,0,1,1193,954,-424,0,V,-1575.32236
301,45,male,0,0,1,42,2,4,3,2,2,0,2,1,0,0,0,0,0,3,7882,4729,792,1,V,-685.4490883
314,47,female,3,0,2,18,2,4,2,2,1,0,4,0,1,0,0,0,0,3,1984,1785,405,1,V,-476.9223843
317,70,female,1,0,1,10,2,4,0,3,1,0,2,0,1,0,1,0,0,1,7308,6577,2059,1,V,-732.1071084
318,33,female,1,0,1,8,2,2,2,2,1,0,4,1,0,1,0,1,1,4,1414,848,194,1,V,114.2150307
319,50,female,3,3,1,24,4,4,2,2,1,0,4,0,0,1,1,0,1,3,3777,2266,492,1,V,538.6040567
321,21,male,0,0,1,12,2,4,3,2,1,1,4,0,0,0,0,0,0,0,902,902,-273,0,V,16.58873506
322,66,female,2,0,1,30,3,4,4,3,1,0,4,0,0,1,1,0,1,6,1908,1526,-1279,0,V,-38.29441586
323,32,male,3,4,2,24,3,4,2,2,2,0,4,0,0,1,1,0,1,6,2978,2978,797,1,V,281.2708429
331,49,female,0,0,2,10,4,3,3,2,1,0,4,0,0,1,1,0,0,1,1038,830,126,1,V,45.3730922
332,25,female,1,0,1,12,2,3,3,1,1,0,2,0,1,1,0,0,0,1,685,685,-256,0,V,-131.0418962
337,21,male,3,0,1,6,2,2,2,2,1,1,1,0,0,0,0,0,0,3,1766,1766,567,1,V,-10.88883075
344,33,female,3,0,2,24,4,2,2,2,1,0,4,0,0,1,1,0,1,0,2058,1646,253,1,V,90.69107976
347,38,female,1,4,2,12,2,4,4,2,1,0,4,0,0,1,0,0,0,0,754,452,75,1,V,65.77796748
351,38,male,1,1,2,24,4,4,1,2,2,0,4,0,1,1,0,0,0,4,1216,972,-481,0,V,-261.8626173
352,20,male,1,0,2,12,3,4,2,2,1,1,4,0,0,0,0,0,1,4,585,526,91,1,V,-13.12590947
364,19,female,3,0,2,9,2,2,1,2,1,1,2,0,0,0,0,0,0,3,1980,1188,-398,0,V,-392.5059568
366,42,female,1,1,4,36,3,4,4,3,1,0,2,0,0,1,1,0,0,1,8086,4043,-1774,0,V,-1024.689159
370,44,male,0,4,2,6,4,3,1,1,2,0,1,0,0,1,0,0,1,1,4716,4244,747,1,V,432.8026765
372,25,male,0,0,2,9,4,4,2,1,1,0,4,0,0,1,0,0,1,4,1138,682,103,1,V,226.8283243
373,66,male,1,2,1,9,2,3,2,1,1,0,4,0,0,1,0,0,1,4,790,553,143,1,V,372.8158537
374,28,female,3,3,1,24,2,4,2,2,1,1,2,0,0,0,1,0,0,2,2603,1822,365,1,V,208.0501144
376,25,male,3,0,2,30,4,2,3,2,1,0,4,0,0,1,0,0,0,4,5771,5193,1122,1,V,188.3311851
379,23,female,1,1,1,12,2,2,1,1,1,0,4,0,1,1,0,0,0,1,836,501,-192,0,V,-328.6573664
385,50,male,3,0,1,24,1,4,3,2,1,0,4,0,1,1,1,0,0,6,1559,1091,237,1,V,-754.2608568
387,32,female,3,3,2,27,4,2,1,1,2,0,4,0,1,1,1,0,1,3,4526,4073,784,1,V,156.9869306
388,24,male,3,4,1,15,2,1,1,2,1,0,4,0,0,1,0,0,1,0,874,611,125,1,V,723.8229415
391,40,female,3,4,1,15,2,2,2,2,1,1,4,0,0,0,1,0,1,4,1386,693,150,1,V,694.3149276
394,42,female,3,2,2,12,4,4,4,2,2,0,4,0,0,1,1,0,0,4,522,261,36,1,V,462.5927553
398,36,female,0,0,1,60,2,4,4,2,1,1,4,0,0,0,0,0,0,6,7297,3648,-2507,0,V,-1919.669036
400,30,male,0,0,1,36,2,3,0,3,1,0,4,0,0,1,1,0,0,3,3959,3167,916,1,V,-779.1446892
401,53,male,0,0,2,24,3,4,2,2,2,0,3,0,0,0,0,0,0,1,4870,2922,-1742,0,V,-654.4488503
405,58,male,0,0,2,48,4,4,4,1,1,0,4,0,1,0,0,0,0,2,6143,3685,-1770,0,V,-889.6033905
409,52,male,0,0,1,10,2,4,4,1,1,0,3,0,0,1,0,0,1,4,2315,2083,648,1,V,154.5057166
415,23,female,3,0,1,21,4,4,1,2,1,0,4,0,0,1,1,0,0,3,2288,1830,389,1,V,-3.685141193
416,36,male,1,1,1,24,3,4,3,3,1,1,4,0,0,0,1,0,0,6,6967,4876,989,1,V,-250.6255934
417,36,female,3,2,1,36,2,4,4,2,1,0,4,0,0,1,0,0,0,1,909,727,192,1,V,-369.822332
427,32,male,3,0,2,10,4,4,4,1,2,0,3,0,0,1,0,1,1,1,1231,984,151,1,V,112.4764979
429,37,female,1,1,1,24,4,2,1,2,1,0,4,0,0,1,1,0,0,1,3878,2326,563,1,V,-361.8136673
430,46,male,3,4,2,48,4,2,4,3,2,0,4,0,1,1,0,0,0,6,7629,6103,863,1,V,-624.6241701
432,29,male,2,4,1,4,2,2,1,1,2,0,1,0,0,1,0,1,1,1,1494,1344,411,1,V,918.6205036
438,60,female,1,1,2,60,1,4,4,3,1,0,3,0,1,0,1,0,0,0,14782,7391,-2656,0,V,-1925.484518
443,25,male,1,4,1,12,2,2,4,2,1,0,1,0,1,1,1,0,0,3,2762,1657,-638,0,V,212.5838668
445,30,female,1,0,1,48,4,3,2,3,1,0,2,0,0,1,1,0,0,3,5096,4076,-1739,0,V,-851.0934598
447,34,male,3,0,2,18,2,1,3,2,1,0,4,0,1,1,1,0,0,6,1950,1170,160,1,V,-380.1801852
452,54,male,3,4,1,24,2,1,1,2,1,0,4,0,0,1,0,0,0,1,2255,1804,423,1,V,98.29854606
456,67,male,1,0,2,9,2,4,3,3,1,0,4,0,0,1,1,0,0,5,1199,1079,215,1,V,-229.3074828
458,27,male,1,0,2,9,2,4,4,1,1,0,4,0,0,1,0,0,0,4,1082,973,215,1,V,-355.7058049
459,52,male,3,4,1,12,2,4,4,3,1,0,4,0,0,0,1,0,0,1,2133,1919,600,1,V,209.5119685
460,40,female,0,4,1,24,1,3,4,3,1,0,4,0,1,1,1,0,0,0,1358,950,-376,0,V,-313.249273
461,23,female,2,0,1,10,2,2,1,2,1,0,4,0,0,1,0,0,0,3,1275,765,156,1,V,205.1860952
463,65,female,0,0,2,18,2,4,2,2,1,0,4,0,0,0,0,0,0,4,2600,1560,-557,0,V,-595.7727393
475,30,male,0,4,2,39,4,4,3,3,1,0,4,0,0,1,1,0,0,3,14179,7089,662,1,V,160.6657919
486,45,male,3,0,2,36,3,2,4,2,2,0,2,0,0,1,1,0,0,1,10875,7612,1341,1,V,-480.8120579
491,36,male,3,0,1,24,2,1,4,3,1,0,4,0,0,1,1,0,1,4,1278,1022,247,1,V,114.2893751
496,29,male,0,0,1,12,2,4,2,2,1,0,4,1,0,1,1,0,0,1,1893,1514,363,1,V,-356.9700572
497,22,female,1,0,1,6,2,1,1,1,1,0,3,0,0,1,0,0,0,0,454,363,81,1,V,-222.8879926
502,32,male,0,1,1,24,2,2,2,1,1,0,4,0,0,1,0,0,0,4,1282,769,-352,0,V,-43.44084374
503,36,female,0,0,1,6,2,2,2,1,1,0,1,0,1,1,1,0,1,3,1374,961,251,1,V,140.7317686
505,35,male,3,0,2,11,4,4,1,3,1,0,4,0,0,1,0,0,0,1,1393,835,93,1,V,-173.9428772
517,32,female,3,2,1,6,2,2,2,2,1,0,1,0,0,1,1,0,0,3,2978,2978,996,1,V,480.1295662
522,39,female,1,4,2,6,4,3,3,1,1,0,1,0,0,1,0,0,0,0,932,652,78,1,V,803.8484892
523,27,male,3,0,2,36,0,2,2,2,1,0,4,0,0,1,0,0,0,0,2613,2613,673,1,V,-1263.443553
527,37,male,1,0,1,15,2,3,4,2,2,0,4,0,0,1,0,0,0,4,802,561,-263,0,V,-272.4824205
528,32,male,3,0,1,9,2,2,2,2,2,0,1,0,0,1,0,0,1,4,2697,1887,390,1,V,473.129521
531,33,male,3,3,1,6,2,2,2,2,1,0,4,0,0,1,0,0,1,3,1543,1234,341,1,V,699.3637473
534,44,male,0,0,1,6,4,4,2,3,1,1,1,0,0,0,1,0,1,3,3384,3384,-1846,0,V,151.6319048
535,43,female,3,0,1,15,4,2,2,1,1,0,4,0,0,1,0,0,0,4,1459,1021,258,1,V,369.5814517
540,32,female,1,1,1,39,3,3,3,2,1,1,2,0,0,0,1,0,0,5,11760,7056,1248,1,V,-229.9847279
541,22,male,1,0,1,24,2,1,1,2,1,0,1,0,0,1,1,0,0,4,2039,1631,-926,0,V,-531.0444904
542,35,male,3,0,2,36,4,2,4,2,2,0,2,0,0,1,1,0,0,2,5842,4089,666,1,V,-165.7213676
550,20,male,0,4,1,24,2,4,2,2,1,0,2,0,0,1,0,0,0,3,2996,2696,-1242,0,V,119.86558
559,20,male,0,0,1,18,2,4,2,2,1,1,1,0,1,0,0,0,1,3,2039,1223,-517,0,V,-325.6253532
561,22,male,0,2,1,24,1,4,2,2,1,0,4,0,1,1,1,0,1,3,2828,1696,334,1,V,-419.514402
566,22,male,0,0,1,14,2,4,0,2,1,0,1,0,0,0,0,0,0,1,3973,2781,536,1,V,-694.519214
569,34,female,3,4,1,60,2,4,2,2,2,0,4,0,0,0,1,0,0,1,6527,6527,2161,1,V,-771.4834775
575,28,male,0,0,2,13,4,1,1,1,1,0,3,0,1,1,0,0,0,6,1797,898,115,1,V,-764.8920886
578,25,male,0,4,1,24,2,4,2,2,1,1,4,0,0,0,0,0,1,1,1371,1096,-388,0,V,-65.39288225
580,22,female,3,1,1,9,2,4,1,2,1,1,2,0,0,0,0,0,0,3,2301,2301,722,1,V,76.27898609
583,30,male,0,0,2,21,4,3,4,2,1,0,4,0,0,1,1,0,0,1,1602,961,124,1,V,-576.9831091
585,35,female,1,4,1,21,2,3,3,2,1,0,2,0,0,1,1,0,0,3,3976,3976,1113,1,V,409.5954358
588,40,male,1,3,2,11,4,4,2,2,1,0,4,0,0,1,0,0,0,1,1322,1322,345,1,V,-146.0288645
589,53,male,0,0,1,12,2,4,1,2,1,0,4,0,0,1,0,0,0,5,795,477,-413,0,V,-415.1992215
595,30,male,1,2,2,48,0,1,1,2,1,0,1,0,0,1,0,0,0,1,8358,7522,1804,1,V,-1962.07681
596,57,male,0,3,2,24,4,4,4,3,1,1,4,0,0,0,1,0,0,4,1231,738,76,1,V,-240.0502446
599,25,male,0,0,2,15,4,3,2,2,1,1,4,0,0,0,0,0,0,3,1433,859,128,1,V,-448.5951121
603,39,male,3,0,1,6,0,4,4,1,1,0,4,0,0,1,0,0,0,4,426,383,117,1,V,-379.7778308
612,30,female,0,4,1,42,2,3,3,3,1,0,4,0,0,1,1,0,0,4,7174,5739,-3167,0,V,224.3149389
617,33,female,0,0,1,18,2,2,0,2,1,0,4,0,0,1,0,0,0,3,1131,678,-313,0,V,-396.3345201
623,27,female,1,3,2,48,2,2,3,2,1,0,1,0,1,1,1,0,0,4,10961,7672,-3241,0,V,-495.6041069
624,23,female,1,4,1,6,2,2,0,0,1,0,1,0,0,1,1,0,0,1,14555,11644,-5406,0,V,124.0512991
629,26,female,0,0,1,48,2,3,3,2,2,0,4,0,0,1,0,0,0,2,4788,2394,472,1,V,-301.260099
632,38,male,0,0,1,12,2,3,2,1,2,0,2,1,0,1,0,0,0,3,708,708,242,1,V,-184.8667792
633,49,male,3,4,1,12,4,4,4,2,1,1,2,0,0,0,1,0,0,3,5801,3480,747,1,V,603.665725
636,49,male,3,4,1,12,4,4,4,2,1,0,1,0,0,1,1,0,1,4,2331,1165,228,1,V,1151.485772
637,27,male,3,0,2,18,4,1,3,2,1,0,3,0,0,1,0,0,0,2,3850,2695,324,1,V,605.5054551
640,55,female,0,0,1,12,2,4,0,3,1,0,3,0,0,0,0,0,0,3,2578,1546,318,1,V,-479.8814728
641,43,male,3,4,2,24,4,4,3,2,2,0,4,0,0,1,1,0,0,2,2197,1098,139,1,V,1037.841204
655,37,male,3,0,1,24,4,4,2,2,1,0,4,0,0,1,1,0,0,1,2022,1617,446,1,V,-132.601457
656,28,male,1,1,2,18,0,3,1,2,1,0,3,0,0,1,0,0,0,1,2278,1822,-868,0,V,-1345.969747
659,36,male,0,0,2,9,4,2,2,2,2,1,2,0,0,0,0,0,1,1,2799,1399,150,1,V,-295.0998423
660,23,male,0,0,2,24,2,4,3,2,1,1,4,0,0,0,0,0,0,1,1442,1009,-595,0,V,-685.5689713
666,41,male,1,0,1,12,2,4,4,1,2,0,4,0,1,1,0,0,0,1,888,799,-311,0,V,-519.4585498
667,34,male,1,3,1,30,1,2,2,2,2,0,4,0,1,1,1,0,0,3,3496,2796,692,1,V,-846.5307477
669,27,female,2,4,2,10,4,2,3,2,1,0,4,0,0,1,1,0,0,4,1347,942,173,1,V,1370.597123
671,24,female,1,1,1,48,2,2,3,2,1,0,3,0,0,1,0,0,0,1,6560,5904,-2623,0,V,-638.7040657
676,74,female,2,0,3,6,4,1,2,0,2,0,1,0,0,1,0,1,1,1,1299,909,109,1,V,223.532489
678,37,male,3,0,2,36,4,4,3,2,1,0,4,0,0,1,1,0,0,1,3535,3181,710,1,V,-250.0500287
681,26,male,1,0,1,6,2,3,1,1,1,0,3,0,0,1,0,1,1,4,590,413,111,1,V,49.76083686
683,33,male,0,0,3,18,4,4,4,2,1,1,1,0,1,0,1,0,1,1,3966,3569,-1955,0,V,-737.1633727
